A_New_Hope,  seg_Dur ,     4310,     3856,     3006,     2349,     1748,     1044,      744,      553,      369,      231
       196,    4.000 ,  2281376,  2055813,  1605508,  1281527,   938890,   592166,   421954,   320788,   216796,   136262
       197,    4.000 ,  1893909,  1696158,  1348718,  1044871,   805648,   472144,   336979,   248614,   168193,   104581
       198,    4.000 ,  1908827,  1681422,  1320513,  1010635,   766303,   444990,   309611,   226381,   147917,    91695
       199,    4.000 ,  2239261,  2020620,  1587175,  1262889,   947129,   583992,   421272,   320754,   221259,   141809
       200,    4.000 ,  1989825,  1769311,  1367507,  1062121,   792776,   474534,   330723,   246417,   164342,   102190
       201,    4.000 ,  2196331,  1965668,  1558728,  1230562,   916167,   551385,   401025,   302557,   204845,   129958
       202,    4.000 ,  1991524,  1783626,  1352338,  1059784,   777368,   471946,   336873,   254360,   167493,   105850
       203,    4.000 ,  2239200,  1996905,  1480354,  1151479,   830333,   480250,   337615,   248899,   160437,    98275
       204,    4.000 ,  2517403,  2247755,  1688422,  1310999,   939429,   538739,   365056,   263566,   177895,   106128
       205,    4.000 ,  2966330,  2683832,  2058606,  1651996,  1176318,   744765,   538806,   404027,   279567,   167267
       206,    4.000 ,  2749080,  2445508,  1899076,  1474879,  1082727,   645441,   468812,   350030,   238606,   151574
       207,    4.000 ,  2489041,  2106262,  1575190,  1084581,   808821,   396103,   279595,   195025,   127237,    82196
       208,    4.000 ,  2197288,  1923660,  1480862,  1081209,   802080,   406864,   279547,   193619,   124532,    74962
       209,    4.000 ,  2483550,  2152822,  1581371,  1133559,   787743,   379155,   259980,   174976,   104361,    63399
       210,    4.000 ,  2218029,  1921393,  1544647,  1128461,   827359,   425661,   298827,   201907,   120448,    73238
       211,    4.000 ,  2254899,  2045384,  1613958,  1273275,   902192,   548562,   358726,   264057,   169581,   107788
       212,    4.000 ,  2301809,  2119365,  1667580,  1382680,  1020569,   651118,   467692,   358887,   241594,   152137
       213,    4.000 ,  1607146,  1440411,  1192387,   903251,   697623,   397201,   274390,   195195,   131253,    80918
       214,    4.000 ,  2090809,  1888245,  1524485,  1209151,   885135,   548988,   375538,   280146,   182324,   116120
       215,    4.000 ,  2253954,  2004855,  1525501,  1186812,   828540,   495699,   348554,   252286,   160681,   103355
       216,    4.000 ,  2221183,  1944932,  1442109,  1076543,   797630,   425348,   280893,   194193,   130390,    77454
       217,    4.000 ,  2110617,  1924389,  1518106,  1249260,   903740,   566590,   389996,   292727,   191842,   114481
       218,    4.000 ,  1982416,  1790507,  1398256,  1124249,   801007,   479741,   326875,   239708,   148792,    88528
       219,    4.000 ,  2222357,  2012174,  1552478,  1260009,   915613,   576351,   395639,   293946,   186058,   111968
       220,    4.000 ,  1961337,  1768608,  1396748,  1086003,   822438,   477815,   350545,   259815,   173439,   109012
       221,    4.000 ,  2265419,  2010450,  1532697,  1172706,   899732,   525641,   371640,   270510,   180642,   111418
       222,    4.000 ,  2014674,  1789293,  1433684,  1077753,   840447,   473579,   350958,   249003,   164076,   106229
       223,    4.000 ,  2532637,  2230372,  1662485,  1268484,   919967,   523196,   361986,   262905,   169335,   106345
       224,    4.000 ,  2200943,  1973831,  1539357,  1207424,   878061,   520755,   363068,   265670,   167684,   106166
       225,    4.000 ,  2135961,  1899949,  1530811,  1168027,   871306,   496524,   345013,   245177,   157562,    92576
       226,    4.000 ,  2122493,  1850766,  1405226,  1041038,   761561,   403312,   273895,   188711,   118254,    71293
       227,    4.000 ,  2391144,  2142394,  1626643,  1265169,   928287,   541159,   383308,   279760,   181948,   112340
       228,    4.000 ,  2502377,  2319812,  1863824,  1578142,  1190207,   797537,   593322,   465758,   328414,   204097
       229,    4.000 ,  2046054,  1862898,  1483745,  1201843,   936499,   585644,   427154,   326651,   226969,   137312
       230,    4.000 ,  2324318,  2086349,  1546447,  1228994,   890903,   516677,   364802,   270276,   161494,    97011
       231,    4.000 ,  2257334,  2023136,  1523979,  1199820,   814914,   484166,   336501,   249370,   156411,    99005
       232,    4.000 ,  1420356,  1235181,  1042843,   753454,   605538,   313907,   222506,   150360,    90999,    54063
       233,    4.000 ,  2362905,  2115226,  1584797,  1248859,   842402,   493317,   334150,   242024,   147295,    86600
       234,    4.000 ,  1614065,  1386903,  1257431,   812708,   727880,   313659,   193627,   100765,    54483,    26832
       235,    4.000 ,  1691897,  1500258,  1324853,   877214,   745827,   352946,   227217,   122552,    66409,    33795
       236,    4.000 ,  1769465,  1573713,  1335614,   947790,   774634,   380311,   248996,   142487,    76924,    37500
       237,    4.000 ,  3008859,  2573881,  1871552,  1421150,  1048506,   577703,   375415,   221589,   124351,    61429
       238,    4.000 ,  2339147,  2051453,  1566817,  1154582,   898669,   449779,   290787,   170470,    92966,    45692
       239,    4.000 ,  2554146,  2261883,  1691285,  1303369,   975624,   560882,   382913,   246748,   173697,    78326
       240,    4.000 ,  1986827,  1795589,  1375406,  1051292,   769956,   452172,   317494,   210372,   145635,    72754
